Days_to_Return,Discount_Applied,Is_Returned,Order_Date,Order_ID,Order_Quantity,Payment_Method,Price,Product_Category,Product_ID,Product_Price,Return_Date,Return_Reason,Return_Status,Shipping_Method,Supplier,User_Age,User_Gender,User_ID,User_Location,Category_Return_Rate,Supplier_Return_Rate,Location_Return_Rate
-296.0,6.17,1,2024-01-22,ORD00000549,1.0,Debit Card,,Electronics,PROD00000549,16.13,2023-04-01,Not as described,Returned,Next-Day,,58.0,Male,USER00000549,City65,50.956696878147035,,50.0
354.0,34.72,1,2023-06-16,ORD00000550,1.0,Credit Card,,Clothing,PROD00000550,263.39,2024-06-04,Changed mind,Returned,Standard,,43.0,Female,USER00000550,City62,52.423788105947025,,52.72727272727272
,24.04,0,2024-10-26,ORD00000551,2.0,PayPal,,Electronics,PROD00000551,314.45,,,Not Returned,Standard,,55.0,Female,USER00000551,City15,50.956696878147035,,57.798165137614674
,28.95,0,2023-06-11,ORD00000552,4.0,Debit Card,,Toys,PROD00000552,305.47,,,Not Returned,Standard,,61.0,Male,USER00000552,City17,49.53703703703704,,44.827586206896555
,4.2,0,2024-01-24,ORD00000553,4.0,PayPal,,Toys,PROD00000553,444.09,,,Not Returned,Standard,,56.0,Female,USER00000553,City16,49.53703703703704,,44.086021505376344
355.0,28.18,1,2023-09-25,ORD00000554,5.0,Debit Card,,Books,PROD00000554,391.94,2024-09-14,Not as described,Returned,Express,,59.0,Female,USER00000554,City71,50.66144047035767,,61.76470588235294
412.0,14.36,1,2023-11-12,ORD00000555,3.0,Debit Card,,Books,PROD00000555,129.62,2024-12-28,Wrong item,Returned,Express,,58.0,Female,USER00000555,City26,50.66144047035767,,53.04347826086957
,2.26,0,2024-08-23,ORD00000556,2.0,PayPal,,Electronics,PROD00000556,355.68,,,Not Returned,Next-Day,,52.0,Male,USER00000556,City87,50.956696878147035,,61.111111111111114
51.0,0.44,1,2023-01-20,ORD00000557,2.0,Debit Card,,Clothing,PROD00000557,422.06,2023-03-12,Defective,Returned,Standard,,45.0,Male,USER00000557,City21,52.423788105947025,,50.943396226415096
,23.71,0,2023-10-25,ORD00000558,3.0,Credit Card,,Books,PROD00000558,53.09,,,Not Returned,Express,,65.0,Female,USER00000558,City63,50.66144047035767,,42.15686274509804
,24.07,0,2024-07-14,ORD00000559,5.0,Gift Card,,Toys,PROD00000559,489.39,,,Not Returned,Next-Day,,41.0,Female,USER00000559,City73,49.53703703703704,,50.0
18.0,15.77,1,2023-11-25,ORD00000560,1.0,Credit Card,,Books,PROD00000560,422.32,2023-12-13,Defective,Returned,Next-Day,,19.0,Female,USER00000560,City54,50.66144047035767,,51.68539325842697
,38.49,0,2023-07-09,ORD00000561,2.0,Debit Card,,Toys,PROD00000561,371.05,,,Not Returned,Next-Day,,56.0,Female,USER00000561,City88,49.53703703703704,,53.92156862745098
19.0,0.17,1,2024-09-26,ORD00000562,1.0,Credit Card,,Electronics,PROD00000562,75.28,2024-10-15,Wrong item,Returned,Next-Day,,35.0,Male,USER00000562,City12,50.956696878147035,,54.08163265306123
,24.75,0,2023-03-27,ORD00000563,3.0,Gift Card,,Toys,PROD00000563,187.66,,,Not Returned,Next-Day,,62.0,Female,USER00000563,City53,49.53703703703704,,45.16129032258064
262.0,2.0,1,2023-02-28,ORD00000564,1.0,Credit Card,,Toys,PROD00000564,25.59,2023-11-17,Not as described,Returned,Next-Day,,50.0,Female,USER00000564,City55,49.53703703703704,,48.888888888888886
121.0,44.41,1,2023-04-11,ORD00000565,5.0,Credit Card,,Clothing,PROD00000565,272.58,2023-08-10,Defective,Returned,Standard,,57.0,Female,USER00000565,City64,52.423788105947025,,51.45631067961165
28.0,2.44,1,2024-01-05,ORD00000566,5.0,PayPal,,Home,PROD00000566,428.39,2024-02-02,Wrong item,Returned,Standard,,67.0,Female,USER00000566,City16,49.01477832512315,,44.086021505376344
222.0,9.36,1,2023-09-18,ORD00000567,4.0,PayPal,,Toys,PROD00000567,365.81,2024-04-27,Defective,Returned,Standard,,38.0,Male,USER00000567,City46,49.53703703703704,,41.584158415841586
689.0,41.45,1,2023-02-05,ORD00000568,3.0,Gift Card,,Books,PROD00000568,335.54,2024-12-25,Changed mind,Returned,Express,,56.0,Female,USER00000568,City82,50.66144047035767,,51.9607843137255
,10.68,0,2024-05-19,ORD00000569,4.0,Credit Card,,Toys,PROD00000569,99.23,,,Not Returned,Standard,,65.0,Male,USER00000569,City62,49.53703703703704,,52.72727272727272
40.0,47.89,1,2023-11-17,ORD00000570,5.0,Credit Card,,Books,PROD00000570,283.3,2023-12-27,Not as described,Returned,Next-Day,,34.0,Male,USER00000570,City17,50.66144047035767,,44.827586206896555
,19.42,0,2023-08-23,ORD00000571,3.0,Debit Card,,Home,PROD00000571,279.15,,,Not Returned,Standard,,41.0,Male,USER00000571,City52,49.01477832512315,,44.79166666666667
-293.0,36.84,1,2023-12-16,ORD00000572,3.0,Gift Card,,Books,PROD00000572,21.71,2023-02-26,Changed mind,Returned,Express,,23.0,Female,USER00000572,City40,50.66144047035767,,50.467289719626166
,39.21,0,2023-04-17,ORD00000573,5.0,Credit Card,,Home,PROD00000573,78.0,,,Not Returned,Standard,,49.0,Female,USER00000573,City41,49.01477832512315,,41.57303370786517
,38.79,0,2024-01-12,ORD00000574,3.0,Gift Card,,Books,PROD00000574,142.01,,,Not Returned,Express,,42.0,Female,USER00000574,City93,50.66144047035767,,49.532710280373834
-490.0,20.36,1,2024-11-30,ORD00000575,3.0,Credit Card,,Clothing,PROD00000575,160.59,2023-07-29,Changed mind,Returned,Express,,64.0,Female,USER00000575,City85,52.423788105947025,,55.45454545454545
,3.84,0,2023-12-31,ORD00000576,1.0,Gift Card,,Home,PROD00000576,37.87,,,Not Returned,Standard,,28.0,Female,USER00000576,City26,49.01477832512315,,53.04347826086957
180.0,8.97,1,2024-05-10,ORD00000577,2.0,Debit Card,,Electronics,PROD00000577,322.32,2024-11-06,Defective,Returned,Standard,,57.0,Female,USER00000577,City14,50.956696878147035,,54.08163265306123
,12.21,0,2024-12-23,ORD00000578,1.0,PayPal,,Electronics,PROD00000578,110.69,,,Not Returned,Express,,33.0,Male,USER00000578,City67,50.956696878147035,,54.02298850574713
305.0,34.73,1,2023-09-20,ORD00000579,2.0,Gift Card,,Books,PROD00000579,309.62,2024-07-21,Changed mind,Returned,Standard,,43.0,Male,USER00000579,City3,50.66144047035767,,50.427350427350426
-215.0,24.35,1,2024-09-18,ORD00000580,3.0,PayPal,,Books,PROD00000580,250.69,2024-02-16,Defective,Returned,Express,,30.0,Male,USER00000580,City10,50.66144047035767,,59.80392156862745
-221.0,2.26,1,2024-11-20,ORD00000581,4.0,Gift Card,,Toys,PROD00000581,379.78,2024-04-13,Not as described,Returned,Next-Day,,67.0,Female,USER00000581,City13,49.53703703703704,,46.236559139784944
,12.01,0,2024-01-13,ORD00000582,5.0,Debit Card,,Clothing,PROD00000582,151.77,,,Not Returned,Express,,68.0,Male,USER00000582,City11,52.423788105947025,,49.494949494949495
-284.0,4.81,1,2024-02-05,ORD00000583,3.0,Gift Card,,Toys,PROD00000583,460.49,2023-04-27,Wrong item,Returned,Standard,,49.0,Male,USER00000583,City38,49.53703703703704,,54.90196078431373
-316.0,9.63,1,2024-09-24,ORD00000584,5.0,Gift Card,,Books,PROD00000584,192.89,2023-11-13,Defective,Returned,Standard,,22.0,Male,USER00000584,City70,50.66144047035767,,46.15384615384615
-196.0,0.12,1,2024-10-23,ORD00000585,4.0,Debit Card,,Electronics,PROD00000585,104.65,2024-04-10,Not as described,Returned,Next-Day,,61.0,Male,USER00000585,City25,50.956696878147035,,38.775510204081634
,43.84,0,2024-08-14,ORD00000586,4.0,PayPal,,Home,PROD00000586,173.31,,,Not Returned,Standard,,30.0,Male,USER00000586,City30,49.01477832512315,,52.083333333333336
,17.48,0,2024-12-18,ORD00000587,4.0,Debit Card,,Electronics,PROD00000587,406.17,,,Not Returned,Standard,,62.0,Female,USER00000587,City56,50.956696878147035,,45.1219512195122
250.0,17.15,1,2023-11-17,ORD00000588,5.0,Credit Card,,Clothing,PROD00000588,129.14,2024-07-24,Not as described,Returned,Next-Day,,48.0,Female,USER00000588,City67,52.423788105947025,,54.02298850574713
-387.0,22.69,1,2024-07-17,ORD00000589,2.0,Gift Card,,Clothing,PROD00000589,322.96,2023-06-26,Changed mind,Returned,Next-Day,,46.0,Male,USER00000589,City62,52.423788105947025,,52.72727272727272
,31.28,0,2024-01-29,ORD00000590,2.0,Debit Card,,Toys,PROD00000590,177.2,,,Not Returned,Next-Day,,24.0,Male,USER00000590,City14,49.53703703703704,,54.08163265306123
,24.53,0,2023-04-30,ORD00000591,5.0,Credit Card,,Home,PROD00000591,97.56,,,Not Returned,Express,,27.0,Female,USER00000591,City98,49.01477832512315,,47.66355140186916
580.0,25.77,1,2023-03-03,ORD00000592,3.0,Credit Card,,Home,PROD00000592,41.35,2024-10-03,Defective,Returned,Next-Day,,21.0,Female,USER00000592,City64,49.01477832512315,,51.45631067961165
,29.19,0,2024-12-04,ORD00000593,4.0,PayPal,,Home,PROD00000593,204.75,,,Not Returned,Express,,59.0,Male,USER00000593,City65,49.01477832512315,,50.0
20.0,17.66,1,2024-10-19,ORD00000594,1.0,PayPal,,Toys,PROD00000594,381.78,2024-11-08,Changed mind,Returned,Next-Day,,70.0,Female,USER00000594,City94,49.53703703703704,,47.368421052631575
-195.0,5.6,1,2024-01-14,ORD00000595,1.0,PayPal,,Clothing,PROD00000595,67.03,2023-07-03,Defective,Returned,Standard,,25.0,Female,USER00000595,City71,52.423788105947025,,61.76470588235294
-44.0,40.61,1,2023-12-31,ORD00000596,5.0,Debit Card,,Books,PROD00000596,13.85,2023-11-17,Changed mind,Returned,Next-Day,,35.0,Female,USER00000596,City35,50.66144047035767,,54.285714285714285
,12.01,0,2024-01-24,ORD00000597,2.0,Gift Card,,Home,PROD00000597,459.32,,,Not Returned,Standard,,44.0,Male,USER00000597,City50,49.01477832512315,,53.06122448979592
,36.05,0,2024-11-16,ORD00000598,4.0,PayPal,,Toys,PROD00000598,137.63,,,Not Returned,Express,,18.0,Male,USER00000598,City79,49.53703703703704,,52.88461538461539
-164.0,7.15,1,2023-10-15,ORD00000599,2.0,Credit Card,,Clothing,PROD00000599,439.5,2023-05-04,Wrong item,Returned,Express,,66.0,Female,USER00000599,City15,52.423788105947025,,57.798165137614674
263.0,24.08,1,2024-01-08,ORD00000600,5.0,Gift Card,,Clothing,PROD00000600,392.78,2024-09-27,Defective,Returned,Standard,,66.0,Male,USER00000600,City63,52.423788105947025,,42.15686274509804
58.0,24.47,1,2023-02-13,ORD00000601,4.0,Gift Card,,Toys,PROD00000601,39.22,2023-04-12,Not as described,Returned,Express,,69.0,Male,USER00000601,City7,49.53703703703704,,56.99999999999999
-240.0,25.37,1,2024-12-24,ORD00000602,1.0,PayPal,,Clothing,PROD00000602,199.06,2024-04-28,Defective,Returned,Next-Day,,51.0,Male,USER00000602,City42,52.423788105947025,,51.02040816326531
,1.89,0,2024-02-10,ORD00000603,4.0,Gift Card,,Clothing,PROD00000603,386.47,,,Not Returned,Express,,60.0,Female,USER00000603,City78,52.423788105947025,,53.63636363636364
,36.37,0,2024-02-02,ORD00000604,3.0,Credit Card,,Books,PROD00000604,415.61,,,Not Returned,Standard,,18.0,Female,USER00000604,City4,50.66144047035767,,52.57731958762887
-60.0,11.26,1,2024-06-09,ORD00000605,2.0,Credit Card,,Home,PROD00000605,406.02,2024-04-10,Defective,Returned,Standard,,30.0,Male,USER00000605,City34,49.01477832512315,,49.48453608247423
,2.16,0,2024-01-27,ORD00000606,2.0,PayPal,,Toys,PROD00000606,55.57,,,Not Returned,Express,,30.0,Female,USER00000606,City46,49.53703703703704,,41.584158415841586
271.0,5.97,1,2023-03-15,ORD00000607,2.0,PayPal,,Books,PROD00000607,80.86,2023-12-11,Not as described,Returned,Standard,,27.0,Male,USER00000607,City19,50.66144047035767,,58.76288659793815
594.0,33.38,1,2023-03-09,ORD00000608,3.0,Credit Card,,Clothing,PROD00000608,157.19,2024-10-23,Wrong item,Returned,Standard,,58.0,Female,USER00000608,City36,52.423788105947025,,45.08196721311475
,13.8,0,2023-04-24,ORD00000609,2.0,Credit Card,,Clothing,PROD00000609,385.8,,,Not Returned,Standard,,33.0,Female,USER00000609,City18,52.423788105947025,,49.03846153846153
,43.21,0,2024-11-19,ORD00000610,1.0,PayPal,,Home,PROD00000610,189.71,,,Not Returned,Next-Day,,34.0,Female,USER00000610,City41,49.01477832512315,,41.57303370786517
,22.84,0,2023-05-10,ORD00000611,5.0,Gift Card,,Electronics,PROD00000611,399.65,,,Not Returned,Standard,,28.0,Female,USER00000611,City69,50.956696878147035,,44.086021505376344
-223.0,45.2,1,2024-02-26,ORD00000612,1.0,PayPal,,Electronics,PROD00000612,207.66,2023-07-18,Not as described,Returned,Standard,,22.0,Male,USER00000612,City59,50.956696878147035,,50.0
,5.67,0,2024-12-22,ORD00000613,1.0,Gift Card,,Toys,PROD00000613,405.83,,,Not Returned,Standard,,32.0,Male,USER00000613,City88,49.53703703703704,,53.92156862745098
,26.35,0,2024-01-03,ORD00000614,5.0,Gift Card,,Home,PROD00000614,418.02,,,Not Returned,Express,,70.0,Female,USER00000614,City55,49.01477832512315,,48.888888888888886
409.0,49.16,1,2023-04-21,ORD00000615,3.0,PayPal,,Clothing,PROD00000615,74.1,2024-06-03,Not as described,Returned,Standard,,29.0,Male,USER00000615,City74,52.423788105947025,,57.291666666666664
,23.38,0,2024-01-04,ORD00000616,3.0,Credit Card,,Books,PROD00000616,289.18,,,Not Returned,Standard,,63.0,Female,USER00000616,City96,50.66144047035767,,48.38709677419355
,7.53,0,2024-02-20,ORD00000617,1.0,Gift Card,,Home,PROD00000617,333.65,,,Not Returned,Express,,47.0,Male,USER00000617,City23,49.01477832512315,,54.166666666666664
-113.0,22.75,1,2023-11-07,ORD00000618,4.0,Gift Card,,Home,PROD00000618,493.34,2023-07-17,Changed mind,Returned,Standard,,42.0,Female,USER00000618,City85,49.01477832512315,,55.45454545454545
,35.08,0,2023-09-28,ORD00000619,3.0,Gift Card,,Books,PROD00000619,153.38,,,Not Returned,Next-Day,,34.0,Male,USER00000619,City93,50.66144047035767,,49.532710280373834
78.0,42.04,1,2023-01-08,ORD00000620,4.0,PayPal,,Home,PROD00000620,335.17,2023-03-27,Changed mind,Returned,Express,,65.0,Female,USER00000620,City1,49.01477832512315,,42.98245614035088
94.0,22.08,1,2023-12-15,ORD00000621,2.0,PayPal,,Home,PROD00000621,141.34,2024-03-18,Defective,Returned,Next-Day,,27.0,Female,USER00000621,City49,49.01477832512315,,46.666666666666664
,33.88,0,2024-03-18,ORD00000622,2.0,Credit Card,,Books,PROD00000622,69.36,,,Not Returned,Express,,39.0,Female,USER00000622,City65,50.66144047035767,,50.0
,43.31,0,2024-01-18,ORD00000623,4.0,Gift Card,,Electronics,PROD00000623,14.22,,,Not Returned,Next-Day,,41.0,Female,USER00000623,City59,50.956696878147035,,50.0
,10.22,0,2024-05-15,ORD00000624,4.0,Gift Card,,Electronics,PROD00000624,189.04,,,Not Returned,Next-Day,,44.0,Female,USER00000624,City45,50.956696878147035,,41.83673469387755
225.0,10.94,1,2023-01-03,ORD00000625,3.0,Credit Card,,Electronics,PROD00000625,332.89,2023-08-16,Changed mind,Returned,Next-Day,,29.0,Male,USER00000625,City63,50.956696878147035,,42.15686274509804
24.0,31.41,1,2024-10-10,ORD00000626,1.0,Debit Card,,Electronics,PROD00000626,120.27,2024-11-03,Defective,Returned,Standard,,38.0,Male,USER00000626,City94,50.956696878147035,,47.368421052631575
-420.0,23.52,1,2024-04-30,ORD00000627,3.0,Gift Card,,Books,PROD00000627,409.21,2023-03-07,Changed mind,Returned,Express,,30.0,Female,USER00000627,City21,50.66144047035767,,50.943396226415096
,23.77,0,2023-07-22,ORD00000628,5.0,Credit Card,,Books,PROD00000628,496.71,,,Not Returned,Next-Day,,59.0,Male,USER00000628,City20,50.66144047035767,,53.06122448979592
1.0,24.55,1,2023-04-18,ORD00000629,2.0,Credit Card,,Books,PROD00000629,283.36,2023-04-19,Not as described,Returned,Standard,,65.0,Female,USER00000629,City31,50.66144047035767,,51.42857142857142
444.0,36.66,1,2023-05-17,ORD00000630,3.0,PayPal,,Clothing,PROD00000630,422.22,2024-08-03,Defective,Returned,Express,,52.0,Female,USER00000630,City96,52.423788105947025,,48.38709677419355
-100.0,41.07,1,2024-05-30,ORD00000631,3.0,Gift Card,,Electronics,PROD00000631,404.88,2024-02-20,Defective,Returned,Express,,27.0,Male,USER00000631,City71,50.956696878147035,,61.76470588235294
375.0,0.59,1,2023-01-30,ORD00000632,3.0,Debit Card,,Home,PROD00000632,26.78,2024-02-09,Wrong item,Returned,Next-Day,,31.0,Female,USER00000632,City82,49.01477832512315,,51.9607843137255
,27.05,0,2024-04-06,ORD00000633,3.0,Gift Card,,Books,PROD00000633,280.41,,,Not Returned,Next-Day,,45.0,Male,USER00000633,City92,50.66144047035767,,43.51851851851852
277.0,46.03,1,2024-01-17,ORD00000634,1.0,Gift Card,,Toys,PROD00000634,214.22,2024-10-20,Defective,Returned,Express,,39.0,Female,USER00000634,City34,49.53703703703704,,49.48453608247423
141.0,47.53,1,2024-06-08,ORD00000635,3.0,Credit Card,,Home,PROD00000635,207.46,2024-10-27,Not as described,Returned,Next-Day,,40.0,Female,USER00000635,City40,49.01477832512315,,50.467289719626166
,40.86,0,2023-04-23,ORD00000636,5.0,PayPal,,Electronics,PROD00000636,307.19,,,Not Returned,Next-Day,,58.0,Female,USER00000636,City2,50.956696878147035,,50.54945054945055
,22.43,0,2023-04-28,ORD00000637,2.0,Gift Card,,Home,PROD00000637,14.86,,,Not Returned,Express,,51.0,Male,USER00000637,City67,49.01477832512315,,54.02298850574713
207.0,22.83,1,2023-06-19,ORD00000638,4.0,PayPal,,Electronics,PROD00000638,26.1,2024-01-12,Wrong item,Returned,Express,,33.0,Female,USER00000638,City83,50.956696878147035,,46.601941747572816
-117.0,47.93,1,2024-05-22,ORD00000639,5.0,Gift Card,,Clothing,PROD00000639,385.74,2024-01-26,Changed mind,Returned,Next-Day,,37.0,Female,USER00000639,City7,52.423788105947025,,56.99999999999999
,2.52,0,2023-10-29,ORD00000640,3.0,Gift Card,,Electronics,PROD00000640,114.12,,,Not Returned,Standard,,20.0,Male,USER00000640,City28,50.956696878147035,,52.17391304347826
,26.22,0,2024-04-20,ORD00000641,2.0,Credit Card,,Toys,PROD00000641,60.27,,,Not Returned,Next-Day,,37.0,Male,USER00000641,City40,49.53703703703704,,50.467289719626166
-563.0,12.1,1,2024-09-16,ORD00000642,5.0,Gift Card,,Electronics,PROD00000642,257.68,2023-03-03,Wrong item,Returned,Express,,22.0,Male,USER00000642,City61,50.956696878147035,,53.77358490566038
,2.53,0,2024-04-07,ORD00000643,3.0,Gift Card,,Books,PROD00000643,27.19,,,Not Returned,Next-Day,,37.0,Female,USER00000643,City32,50.66144047035767,,39.81481481481482
,14.78,0,2024-08-28,ORD00000644,2.0,Debit Card,,Home,PROD00000644,318.44,,,Not Returned,Express,,39.0,Male,USER00000644,City4,49.01477832512315,,52.57731958762887
,14.44,0,2024-06-24,ORD00000645,3.0,PayPal,,Books,PROD00000645,340.32,,,Not Returned,Standard,,42.0,Female,USER00000645,City85,50.66144047035767,,55.45454545454545
,0.78,0,2023-09-20,ORD00000646,4.0,Debit Card,,Toys,PROD00000646,195.91,,,Not Returned,Next-Day,,51.0,Male,USER00000646,City39,49.53703703703704,,58.65384615384615
,24.71,0,2024-11-03,ORD00000647,3.0,Gift Card,,Clothing,PROD00000647,439.18,,,Not Returned,Next-Day,,31.0,Male,USER00000647,City75,52.423788105947025,,54.94505494505495
,47.64,0,2023-07-17,ORD00000648,1.0,PayPal,,Toys,PROD00000648,265.22,,,Not Returned,Express,,43.0,Male,USER00000648,City34,49.53703703703704,,49.48453608247423
186.0,15.11,1,2024-02-18,ORD00000649,4.0,PayPal,,Electronics,PROD00000649,393.02,2024-08-22,Wrong item,Returned,Next-Day,,40.0,Female,USER00000649,City71,50.956696878147035,,61.76470588235294
,20.82,0,2024-01-20,ORD00000650,4.0,PayPal,,Books,PROD00000650,246.7,,,Not Returned,Express,,32.0,Female,USER00000650,City85,50.66144047035767,,55.45454545454545
-277.0,42.12,1,2024-08-01,ORD00000651,1.0,Gift Card,,Electronics,PROD00000651,42.47,2023-10-29,Changed mind,Returned,Express,,66.0,Female,USER00000651,City80,50.956696878147035,,48.113207547169814
-516.0,22.19,1,2024-06-23,ORD00000652,5.0,Debit Card,,Electronics,PROD00000652,175.33,2023-01-24,Wrong item,Returned,Next-Day,,35.0,Male,USER00000652,City43,50.956696878147035,,55.26315789473685
,39.66,0,2024-11-03,ORD00000653,4.0,Debit Card,,Books,PROD00000653,150.54,,,Not Returned,Standard,,47.0,Female,USER00000653,City7,50.66144047035767,,56.99999999999999
5.0,34.6,1,2023-07-13,ORD00000654,5.0,Debit Card,,Toys,PROD00000654,26.48,2023-07-18,Wrong item,Returned,Standard,,27.0,Male,USER00000654,City3,49.53703703703704,,50.427350427350426
,4.09,0,2024-03-07,ORD00000655,1.0,Credit Card,,Books,PROD00000655,140.72,,,Not Returned,Standard,,60.0,Male,USER00000655,City19,50.66144047035767,,58.76288659793815
,28.1,0,2024-03-30,ORD00000656,3.0,Credit Card,,Books,PROD00000656,97.52,,,Not Returned,Standard,,28.0,Female,USER00000656,City82,50.66144047035767,,51.9607843137255
,44.62,0,2023-10-12,ORD00000657,2.0,Gift Card,,Clothing,PROD00000657,146.51,,,Not Returned,Next-Day,,27.0,Male,USER00000657,City55,52.423788105947025,,48.888888888888886
,19.73,0,2023-03-02,ORD00000658,2.0,Gift Card,,Clothing,PROD00000658,321.76,,,Not Returned,Next-Day,,63.0,Male,USER00000658,City28,52.423788105947025,,52.17391304347826
-120.0,24.3,1,2024-02-24,ORD00000659,2.0,PayPal,,Clothing,PROD00000659,458.37,2023-10-27,Not as described,Returned,Next-Day,,55.0,Male,USER00000659,City4,52.423788105947025,,52.57731958762887
-99.0,45.91,1,2023-06-28,ORD00000660,1.0,PayPal,,Books,PROD00000660,468.23,2023-03-21,Defective,Returned,Next-Day,,40.0,Male,USER00000660,City73,50.66144047035767,,50.0
-561.0,45.21,1,2024-08-13,ORD00000661,5.0,Gift Card,,Books,PROD00000661,136.37,2023-01-30,Wrong item,Returned,Standard,,48.0,Male,USER00000661,City7,50.66144047035767,,56.99999999999999
,28.94,0,2023-10-18,ORD00000662,4.0,Credit Card,,Clothing,PROD00000662,415.57,,,Not Returned,Standard,,19.0,Male,USER00000662,City52,52.423788105947025,,44.79166666666667
-36.0,26.39,1,2023-09-12,ORD00000663,5.0,Gift Card,,Home,PROD00000663,224.41,2023-08-07,Not as described,Returned,Next-Day,,44.0,Female,USER00000663,City31,49.01477832512315,,51.42857142857142
-138.0,35.41,1,2024-05-03,ORD00000664,1.0,PayPal,,Home,PROD00000664,445.4,2023-12-17,Defective,Returned,Express,,67.0,Female,USER00000664,City86,49.01477832512315,,50.0
111.0,14.38,1,2024-06-20,ORD00000665,3.0,PayPal,,Books,PROD00000665,159.64,2024-10-09,Defective,Returned,Next-Day,,23.0,Female,USER00000665,City4,50.66144047035767,,52.57731958762887
,25.17,0,2023-09-26,ORD00000666,5.0,PayPal,,Electronics,PROD00000666,495.82,,,Not Returned,Express,,64.0,Female,USER00000666,City90,50.956696878147035,,50.0
,43.21,0,2023-04-09,ORD00000667,3.0,PayPal,,Home,PROD00000667,449.4,,,Not Returned,Express,,19.0,Male,USER00000667,City8,49.01477832512315,,49.45054945054945
-544.0,29.13,1,2024-09-18,ORD00000668,2.0,Gift Card,,Toys,PROD00000668,354.26,2023-03-24,Defective,Returned,Standard,,20.0,Female,USER00000668,City33,49.53703703703704,,47.87234042553192
,9.37,0,2023-06-14,ORD00000669,5.0,Gift Card,,Toys,PROD00000669,457.56,,,Not Returned,Express,,41.0,Female,USER00000669,City71,49.53703703703704,,61.76470588235294
619.0,13.04,1,2023-01-08,ORD00000670,1.0,PayPal,,Home,PROD00000670,45.48,2024-09-18,Not as described,Returned,Standard,,69.0,Female,USER00000670,City95,49.01477832512315,,55.42168674698795
222.0,6.0,1,2024-03-12,ORD00000671,1.0,PayPal,,Home,PROD00000671,196.78,2024-10-20,Defective,Returned,Next-Day,,30.0,Male,USER00000671,City100,49.01477832512315,,48.113207547169814
,9.83,0,2023-10-16,ORD00000672,2.0,Gift Card,,Clothing,PROD00000672,58.68,,,Not Returned,Standard,,55.0,Male,USER00000672,City85,52.423788105947025,,55.45454545454545
,21.57,0,2024-04-18,ORD00000673,4.0,Credit Card,,Books,PROD00000673,110.65,,,Not Returned,Standard,,24.0,Male,USER00000673,City72,50.66144047035767,,51.546391752577314
-61.0,25.61,1,2023-09-15,ORD00000674,2.0,Debit Card,,Electronics,PROD00000674,479.34,2023-07-16,Wrong item,Returned,Express,,36.0,Female,USER00000674,City12,50.956696878147035,,54.08163265306123
-605.0,8.5,1,2024-08-29,ORD00000675,2.0,Credit Card,,Books,PROD00000675,421.33,2023-01-02,Changed mind,Returned,Express,,54.0,Male,USER00000675,City21,50.66144047035767,,50.943396226415096
,39.06,0,2023-08-14,ORD00000676,4.0,PayPal,,Clothing,PROD00000676,282.92,,,Not Returned,Express,,27.0,Female,USER00000676,City58,52.423788105947025,,55.88235294117647
,36.78,0,2024-08-15,ORD00000677,3.0,Debit Card,,Home,PROD00000677,58.13,,,Not Returned,Express,,60.0,Female,USER00000677,City33,49.01477832512315,,47.87234042553192
206.0,4.9,1,2023-06-06,ORD00000678,4.0,PayPal,,Clothing,PROD00000678,65.33,2023-12-29,Wrong item,Returned,Standard,,39.0,Female,USER00000678,City80,52.423788105947025,,48.113207547169814
,38.78,0,2024-05-25,ORD00000679,3.0,PayPal,,Books,PROD00000679,40.05,,,Not Returned,Express,,20.0,Male,USER00000679,City16,50.66144047035767,,44.086021505376344
-616.0,39.9,1,2024-11-09,ORD00000680,4.0,Gift Card,,Toys,PROD00000680,262.65,2023-03-04,Wrong item,Returned,Express,,24.0,Female,USER00000680,City2,49.53703703703704,,50.54945054945055
,28.39,0,2023-10-23,ORD00000681,3.0,Credit Card,,Home,PROD00000681,66.56,,,Not Returned,Next-Day,,36.0,Male,USER00000681,City73,49.01477832512315,,50.0
429.0,28.89,1,2023-05-15,ORD00000682,5.0,Gift Card,,Home,PROD00000682,337.24,2024-07-17,Changed mind,Returned,Express,,51.0,Male,USER00000682,City72,49.01477832512315,,51.546391752577314
-150.0,24.71,1,2024-06-04,ORD00000683,2.0,PayPal,,Toys,PROD00000683,76.59,2024-01-06,Changed mind,Returned,Express,,66.0,Female,USER00000683,City88,49.53703703703704,,53.92156862745098
-25.0,1.13,1,2024-12-16,ORD00000684,3.0,Credit Card,,Clothing,PROD00000684,440.06,2024-11-21,Defective,Returned,Next-Day,,31.0,Male,USER00000684,City27,52.423788105947025,,50.57471264367817
,2.61,0,2023-12-30,ORD00000685,1.0,Debit Card,,Electronics,PROD00000685,43.53,,,Not Returned,Standard,,55.0,Male,USER00000685,City93,50.956696878147035,,49.532710280373834
-659.0,39.85,1,2024-10-29,ORD00000686,2.0,Debit Card,,Toys,PROD00000686,406.61,2023-01-09,Wrong item,Returned,Next-Day,,44.0,Female,USER00000686,City16,49.53703703703704,,44.086021505376344
-492.0,49.74,1,2024-10-09,ORD00000687,1.0,Credit Card,,Books,PROD00000687,173.06,2023-06-05,Defective,Returned,Express,,35.0,Female,USER00000687,City77,50.66144047035767,,50.0
